Category Code,Product Code,Name,Length (mm),Width (mm),Height (mm),Weight (gms),ISBN,Color,Size,Brand,Base Price,Cost Price,MRP,Enabled,Type,Component Product Code,Internal Style Name,Component Quantity,Component Price,HSN CODE,Tax Calculation Type,Material
12 Pack Cotton Bib,12_BIB_MS_OH_PP_SE_UW_BF,"12 Pack BIB | Lavendar, Orange, Penguin, Space, Underwater, Bear",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_MS,Mauve Shadows,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_MS_OH_PP_SE_UW_BF,"12 Pack BIB | Lavendar, Orange, Penguin, Space, Underwater, Bear",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_OH,Orange Heaven,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_MS_OH_PP_SE_UW_BF,"12 Pack BIB | Lavendar, Orange, Penguin, Space, Underwater, Bear",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_PP,Party Penguin,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_MS_OH_PP_SE_UW_BF,"12 Pack BIB | Lavendar, Orange, Penguin, Space, Underwater, Bear",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_SE,Space Explorer,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_MS_OH_PP_SE_UW_BF,"12 Pack BIB | Lavendar, Orange, Penguin, Space, Underwater, Bear",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_UW,Underwater Wonders,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_MS_OH_PP_SE_UW_BF,"12 Pack BIB | Lavendar, Orange, Penguin, Space, Underwater, Bear",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_BF,Bear Forest,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_PP_SE_UW_BF_AO_JS,"12 Pack BIB | Penguin, Space, Underwater, Bear, Apple, Jungle",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_PP,Party Penguin,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_PP_SE_UW_BF_AO_JS,"12 Pack BIB | Penguin, Space, Underwater, Bear, Apple, Jungle",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_SE,Space Explorer,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_PP_SE_UW_BF_AO_JS,"12 Pack BIB | Penguin, Space, Underwater, Bear, Apple, Jungle",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_UW,Underwater Wonders,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_PP_SE_UW_BF_AO_JS,"12 Pack BIB | Penguin, Space, Underwater, Bear, Apple, Jungle",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_BF,Bear Forest,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_PP_SE_UW_BF_AO_JS,"12 Pack BIB | Penguin, Space, Underwater, Bear, Apple, Jungle",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_AO,Apple Orchard,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_BIB_PP_SE_UW_BF_AO_JS,"12 Pack BIB | Penguin, Space, Underwater, Bear, Apple, Jungle",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_JS,Jungle Safari,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_BH_SW_BE_RB_SB_WT,"12 Pack Muslin Langoti | Black Heart, Swing, Blue Elephant, Rainbow, Strawberry, White Truck",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_BH,Black Heart,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_BH_SW_BE_RB_SB_WT,"12 Pack Muslin Langoti | Black Heart, Swing, Blue Elephant, Rainbow, Strawberry, White Truck",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_SW,Swing,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_BH_SW_BE_RB_SB_WT,"12 Pack Muslin Langoti | Black Heart, Swing, Blue Elephant, Rainbow, Strawberry, White Truck",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_BE,Blue Elephant,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_BH_SW_BE_RB_SB_WT,"12 Pack Muslin Langoti | Black Heart, Swing, Blue Elephant, Rainbow, Strawberry, White Truck",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_RB,Rainbow,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_BH_SW_BE_RB_SB_WT,"12 Pack Muslin Langoti | Black Heart, Swing, Blue Elephant, Rainbow, Strawberry, White Truck",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_SB,Strawberry,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_BH_SW_BE_RB_SB_WT,"12 Pack Muslin Langoti | Black Heart, Swing, Blue Elephant, Rainbow, Strawberry, White Truck",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_WT,White Truck,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_DS_PB_ST_OC_GI_KL,"12 Pack Muslin Langoti | Dinosaur, Pink Bird, Street, Ocean, Giraffe, Kaola",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_DS,Dinosaur,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_DS_PB_ST_OC_GI_KL,"12 Pack Muslin Langoti | Dinosaur, Pink Bird, Street, Ocean, Giraffe, Kaola",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_PB,Pink Bird,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_DS_PB_ST_OC_GI_KL,"12 Pack Muslin Langoti | Dinosaur, Pink Bird, Street, Ocean, Giraffe, Kaola",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_ST,Street,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_DS_PB_ST_OC_GI_KL,"12 Pack Muslin Langoti | Dinosaur, Pink Bird, Street, Ocean, Giraffe, Kaola",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_OC,Ocean,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_DS_PB_ST_OC_GI_KL,"12 Pack Muslin Langoti | Dinosaur, Pink Bird, Street, Ocean, Giraffe, Kaola",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_GI,Giraffe,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_DS_PB_ST_OC_GI_KL,"12 Pack Muslin Langoti | Dinosaur, Pink Bird, Street, Ocean, Giraffe, Kaola",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_KL,Koala,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_JG_RE_IC_FL_BD_ZO,"12 Pack Muslin Langoti | Jungle, Red Elephant, Icecream, Flower, Black Dots, Zoo",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_ZO,Zoo,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_JG_RE_IC_FL_BD_ZO,"12 Pack Muslin Langoti | Jungle, Red Elephant, Icecream, Flower, Black Dots, Zoo",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_BD,Black Dots,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_JG_RE_IC_FL_BD_ZO,"12 Pack Muslin Langoti | Jungle, Red Elephant, Icecream, Flower, Black Dots, Zoo",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_JG,Jolly Giraffe,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_JG_RE_IC_FL_BD_ZO,"12 Pack Muslin Langoti | Jungle, Red Elephant, Icecream, Flower, Black Dots, Zoo",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_RE,Red Elephant,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_JG_RE_IC_FL_BD_ZO,"12 Pack Muslin Langoti | Jungle, Red Elephant, Icecream, Flower, Black Dots, Zoo",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_IC,Icecream,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_JG_RE_IC_FL_BD_ZO,"12 Pack Muslin Langoti | Jungle, Red Elephant, Icecream, Flower, Black Dots, Zoo",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_FL,Flower,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_SW_BH_RB_BE_WT_SB,"12 Pack Muslin Langoti | Swing, Black Heart, Rainbow, Blue Elephant, White Truck, Strawberry",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_BH,Black Heart,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_SW_BH_RB_BE_WT_SB,"12 Pack Muslin Langoti | Swing, Black Heart, Rainbow, Blue Elephant, White Truck, Strawberry",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_SW,Swing,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_SW_BH_RB_BE_WT_SB,"12 Pack Muslin Langoti | Swing, Black Heart, Rainbow, Blue Elephant, White Truck, Strawberry",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_BE,Blue Elephant,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_SW_BH_RB_BE_WT_SB,"12 Pack Muslin Langoti | Swing, Black Heart, Rainbow, Blue Elephant, White Truck, Strawberry",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_RB,Rainbow,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_SW_BH_RB_BE_WT_SB,"12 Pack Muslin Langoti | Swing, Black Heart, Rainbow, Blue Elephant, White Truck, Strawberry",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_SB,Strawberry,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_SW_BH_RB_BE_WT_SB,"12 Pack Muslin Langoti | Swing, Black Heart, Rainbow, Blue Elephant, White Truck, Strawberry",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_WT,White Truck,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_BH_JG_RE_SY,"12 Pack Muslin Langoti | Zoo, Black Dots, Black Hearts, Jolly Giraffe, Red Elephant, Spikey",210,180,80,600,,,0-6M,Orange Sugar,1500,500,1500,TRUE,BUNDLE,MLG_ZO,Zoo,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_BH_JG_RE_SY,"12 Pack Muslin Langoti | Zoo, Black Dots, Black Hearts, Jolly Giraffe, Red Elephant, Spikey",210,180,80,600,,,0-6M,Orange Sugar,1500,500,1500,TRUE,BUNDLE,MLG_BD,Black Dots,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_BH_JG_RE_SY,"12 Pack Muslin Langoti | Zoo, Black Dots, Black Hearts, Jolly Giraffe, Red Elephant, Spikey",210,180,80,600,,,0-6M,Orange Sugar,1500,500,1500,TRUE,BUNDLE,MLG_BH,Black Heart,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_BH_JG_RE_SY,"12 Pack Muslin Langoti | Zoo, Black Dots, Black Hearts, Jolly Giraffe, Red Elephant, Spikey",210,180,80,600,,,0-6M,Orange Sugar,1500,500,1500,TRUE,BUNDLE,MLG_JG,Jolly Giraffe,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_BH_JG_RE_SY,"12 Pack Muslin Langoti | Zoo, Black Dots, Black Hearts, Jolly Giraffe, Red Elephant, Spikey",210,180,80,600,,,0-6M,Orange Sugar,1500,500,1500,TRUE,BUNDLE,MLG_RE,Red Elephant,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_BH_JG_RE_SY,"12 Pack Muslin Langoti | Zoo, Black Dots, Black Hearts, Jolly Giraffe, Red Elephant, Spikey",210,180,80,600,,,0-6M,Orange Sugar,1500,500,1500,TRUE,BUNDLE,MLG_SY,Spikey,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_JG_IC_FL_RE,"12 Pack Muslin Langoti | Zoo, Black Dots, Jungle, Icecream, Flower, Red Elephant",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_ZO,Zoo,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_JG_IC_FL_RE,"12 Pack Muslin Langoti | Zoo, Black Dots, Jungle, Icecream, Flower, Red Elephant",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_BD,Black Dots,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_JG_IC_FL_RE,"12 Pack Muslin Langoti | Zoo, Black Dots, Jungle, Icecream, Flower, Red Elephant",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_JG,Jolly Giraffe,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_JG_IC_FL_RE,"12 Pack Muslin Langoti | Zoo, Black Dots, Jungle, Icecream, Flower, Red Elephant",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_RE,Red Elephant,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_JG_IC_FL_RE,"12 Pack Muslin Langoti | Zoo, Black Dots, Jungle, Icecream, Flower, Red Elephant",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_IC,Icecream,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Langoti,12_MLG_ZO_BD_JG_IC_FL_RE,"12 Pack Muslin Langoti | Zoo, Black Dots, Jungle, Icecream, Flower, Red Elephant",210,180,80,600,,,0-6M,Orange Sugar,1500,600,1500,TRUE,BUNDLE,MLG_FL,Flower,1,250,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_IC_BE_RB_SB_FL_WT,"12 Pack Muslin Napkin|Ice, Elephant, Rainbow, Strawberry, Flower, Truck",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_IC,Icecream,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_IC_BE_RB_SB_FL_WT,"12 Pack Muslin Napkin|Ice, Elephant, Rainbow, Strawberry, Flower, Truck",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_BE,Blue Elephant,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_IC_BE_RB_SB_FL_WT,"12 Pack Muslin Napkin|Ice, Elephant, Rainbow, Strawberry, Flower, Truck",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_RB,Rainbow,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_IC_BE_RB_SB_FL_WT,"12 Pack Muslin Napkin|Ice, Elephant, Rainbow, Strawberry, Flower, Truck",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_SB,Strawberry,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_IC_BE_RB_SB_FL_WT,"12 Pack Muslin Napkin|Ice, Elephant, Rainbow, Strawberry, Flower, Truck",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_FL,Flower,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_IC_BE_RB_SB_FL_WT,"12 Pack Muslin Napkin|Ice, Elephant, Rainbow, Strawberry, Flower, Truck",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_WT,White Truck,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_SW_IC_BE_RB_SB_FL,"12 Pack Muslin Napkin|Swing, Ice, Elephant, Rainbow, Strawberry, Flower",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_SW,Swing,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_SW_IC_BE_RB_SB_FL,"12 Pack Muslin Napkin|Swing, Ice, Elephant, Rainbow, Strawberry, Flower",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_IC,Icecream,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_SW_IC_BE_RB_SB_FL,"12 Pack Muslin Napkin|Swing, Ice, Elephant, Rainbow, Strawberry, Flower",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_BE,Blue Elephant,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_SW_IC_BE_RB_SB_FL,"12 Pack Muslin Napkin|Swing, Ice, Elephant, Rainbow, Strawberry, Flower",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_RB,Rainbow,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_SW_IC_BE_RB_SB_FL,"12 Pack Muslin Napkin|Swing, Ice, Elephant, Rainbow, Strawberry, Flower",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_SB,Strawberry,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Napkin,12_MNK_SW_IC_BE_RB_SB_FL,"12 Pack Muslin Napkin|Swing, Ice, Elephant, Rainbow, Strawberry, Flower",210,180,10,50,,,20 x 20 CM,Orange Sugar,1200,300,1200,TRUE,BUNDLE,MNK_FL,Flower,1,200,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_MS_OH_PP_JS_AO_SE,"12 Pack BIB | Lavendar, Orange, Penguin, Jungle, Apple, Space",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_MS,Mauve Shadows,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_MS_OH_PP_JS_AO_SE,"12 Pack BIB | Lavendar, Orange, Penguin, Jungle, Apple, Space",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_OH,Orange Heaven,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_MS_OH_PP_JS_AO_SE,"12 Pack BIB | Lavendar, Orange, Penguin, Jungle, Apple, Space",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_PP,Party Penguin,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_MS_OH_PP_JS_AO_SE,"12 Pack BIB | Lavendar, Orange, Penguin, Jungle, Apple, Space",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_SE,Space Explorer,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_MS_OH_PP_JS_AO_SE,"12 Pack BIB | Lavendar, Orange, Penguin, Jungle, Apple, Space",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_AO,Apple Orchard,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Cotton Bib,12_MS_OH_PP_JS_AO_SE,"12 Pack BIB | Lavendar, Orange, Penguin, Jungle, Apple, Space",210,180,40,240,,,Standard,Orange Sugar,1350,300,1350,TRUE,BUNDLE,BIB_JS,Jungle Safari,1,225,61112000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_BRD_SSF_SOG,"12 Pack Muslin Wash Cloth | Balloon Ride, Starry, Sweet Oranges",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_BRD,Balloon Ride,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_BRD_SSF_SOG,"12 Pack Muslin Wash Cloth | Balloon Ride, Starry, Sweet Oranges",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_SOG,Sweet Oranges,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_BRD_SSF_SOG,"12 Pack Muslin Wash Cloth | Balloon Ride, Starry, Sweet Oranges",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_SSF,Starry Safari,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_JJG_BRD_YB,"12 Pack Muslin Wash Cloth | Jungle Jingles, Balloon Ride, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_JJG,Jungle Jingles,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_JJG_BRD_YB,"12 Pack Muslin Wash Cloth | Jungle Jingles, Balloon Ride, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_YB,Yummy Breakfast,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_JJG_BRD_YB,"12 Pack Muslin Wash Cloth | Jungle Jingles, Balloon Ride, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_BRD,Balloon Ride,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_JJG_SSF_YB,"12 Pack Muslin Wash Cloth | Jungle Jingles, Starry, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_JJG,Jungle Jingles,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_JJG_SSF_YB,"12 Pack Muslin Wash Cloth | Jungle Jingles, Starry, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_YB,Yummy Breakfast,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_JJG_SSF_YB,"12 Pack Muslin Wash Cloth | Jungle Jingles, Starry, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_SSF,Starry Safari,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_LS_JJG_YB,"12 Pack Muslin Wash Cloth | Sailor, Jungle Jingles, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_LS,Little Sailor,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_LS_JJG_YB,"12 Pack Muslin Wash Cloth | Sailor, Jungle Jingles, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_JJG,Jungle Jingles,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_LS_JJG_YB,"12 Pack Muslin Wash Cloth | Sailor, Jungle Jingles, Breakfast",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_YB,Yummy Breakfast,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_SOG_LS_BRD,"12 Pack Muslin Wash Cloth | Sweet Oranges, Sailor, Balloon Ride",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_LS,Little Sailor,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_SOG_LS_BRD,"12 Pack Muslin Wash Cloth | Sweet Oranges, Sailor, Balloon Ride",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_BRD,Balloon Ride,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_SOG_LS_BRD,"12 Pack Muslin Wash Cloth | Sweet Oranges, Sailor, Balloon Ride",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_SOG,Sweet Oranges,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_SSF_JJG_SOG,"12 Pack Muslin Wash Cloth | Starry, Jungle Jingles, Sweet Oranges",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_JJG,Jungle Jingles,2,199,63013000,PRICE_OF_BUNDLE_SKU,
12 Pack Muslin Wash Cloth,12_MWC_SSF_JJG_SOG,"12 Pack Muslin Wash Cloth | Starry, Jungle Jingles, Sweet Oranges",210,180,40,100,,,Standard,Orange Sugar,1194,258,1194,TRUE,BUNDLE,MWC_SOG,Sweet Oranges,2,199,63013000,PRICE_OF_BUNDLE_SKU,
